payment_id,ride_id,user_id,amount,payment_method,payment_status,transaction_id,payment_time
4272,4272,5352,128.57,cash,refunded,TXN00004272,2024-11-12 06:07:00
4273,4273,4333,149.97,wallet,completed,TXN00004273,2024-11-26 14:01:00
4274,4274,6366,86.71,cash,completed,TXN00004274,2025-05-18 18:25:00
4275,4275,9684,62.32,cash,completed,TXN00004275,2025-08-06 23:39:00
4276,4276,9503,85.33,card,refunded,TXN00004276,2025-08-17 04:34:00
4277,4277,4881,117.24,cash,completed,TXN00004277,2024-06-20 12:10:00
4278,4278,5048,20.89,card,completed,TXN00004278,2024-03-20 02:43:00
4279,4279,5820,102.09,cash,completed,TXN00004279,2025-06-22 22:48:00
4280,4280,8240,16.61,cash,refunded,TXN00004280,2024-01-31 18:17:00
4281,4281,3157,96.06,cash,completed,TXN00004281,2025-05-08 03:07:00
4282,4282,3706,58.80,card,refunded,TXN00004282,2024-03-22 05:54:00
4283,4283,5177,57.32,wallet,completed,TXN00004283,2025-06-15 17:48:00
4284,4284,9249,135.33,wallet,completed,TXN00004284,2025-02-08 23:48:00
4285,4285,4978,76.11,card,completed,TXN00004285,2024-09-21 02:37:00
4286,4286,3677,101.38,wallet,completed,TXN00004286,2024-12-30 06:34:00
4287,4287,7167,22.68,cash,refunded,TXN00004287,2024-08-13 13:44:00
4288,4288,3188,108.41,cash,completed,TXN00004288,2025-11-28 06:35:00
4289,4289,4970,136.31,wallet,completed,TXN00004289,2024-10-12 08:47:00
4290,4290,3947,35.61,card,refunded,TXN00004290,2025-01-06 20:06:00
4291,4291,7440,39.22,cash,completed,TXN00004291,2024-02-16 16:47:00
4292,4292,4769,15.68,wallet,completed,TXN00004292,2024-06-10 09:56:00
4293,4293,8061,64.99,wallet,completed,TXN00004293,2025-02-17 00:31:00
4294,4294,4914,141.10,wallet,completed,TXN00004294,2025-04-08 10:52:00
4295,4295,3239,15.51,card,completed,TXN00004295,2024-02-19 23:29:00
4296,4296,6117,82.83,wallet,completed,TXN00004296,2025-03-10 13:06:00
4297,4297,6425,57.22,card,completed,TXN00004297,2024-09-05 13:07:00
4298,4298,6478,53.86,wallet,completed,TXN00004298,2024-10-31 07:13:00
4299,4299,6438,100.09,card,completed,TXN00004299,2025-04-20 17:52:00
4300,4300,4646,32.47,wallet,completed,TXN00004300,2025-10-26 11:43:00
4301,4301,4404,81.27,cash,completed,TXN00004301,2025-01-10 22:08:00
4302,4302,3599,111.26,card,completed,TXN00004302,2024-11-14 20:35:00
4303,4303,6038,133.28,cash,completed,TXN00004303,2024-11-24 21:51:00
4304,4304,4258,20.24,cash,completed,TXN00004304,2025-09-21 18:33:00
4305,4305,7127,104.68,wallet,refunded,TXN00004305,2025-05-26 14:10:00
4306,4306,9143,9.00,card,refunded,TXN00004306,2025-01-02 15:16:00
4307,4307,5588,52.84,card,refunded,TXN00004307,2025-06-03 02:20:00
4308,4308,6530,27.85,cash,completed,TXN00004308,2024-03-23 21:36:00
4309,4309,5278,64.24,cash,completed,TXN00004309,2025-04-17 19:48:00
4310,4310,3598,93.47,wallet,refunded,TXN00004310,2025-01-24 16:57:00
4311,4311,5530,49.03,wallet,completed,TXN00004311,2024-11-06 09:47:00
4312,4312,9932,75.79,wallet,completed,TXN00004312,2025-08-21 00:51:00
4313,4313,4253,49.77,wallet,completed,TXN00004313,2025-08-05 18:41:00
4314,4314,8013,44.14,card,completed,TXN00004314,2024-07-12 11:54:00
4315,4315,5148,55.18,wallet,completed,TXN00004315,2024-04-21 17:34:00
4316,4316,5405,40.00,wallet,completed,TXN00004316,2025-08-21 13:14:00
4317,4317,6774,14.85,wallet,refunded,TXN00004317,2025-11-07 06:20:00
4318,4318,7958,58.58,wallet,completed,TXN00004318,2025-09-06 19:15:00
4319,4319,8917,22.67,card,completed,TXN00004319,2024-09-01 16:34:00
4320,4320,4179,39.75,wallet,refunded,TXN00004320,2025-09-14 02:08:00
4321,4321,3238,73.36,wallet,refunded,TXN00004321,2025-08-05 15:45:00
4322,4322,6483,85.58,wallet,completed,TXN00004322,2024-07-30 19:45:00
4323,4323,6470,140.17,wallet,completed,TXN00004323,2025-03-26 07:33:00
4324,4324,8145,115.29,wallet,completed,TXN00004324,2025-10-11 00:48:00
4325,4325,5551,43.86,wallet,completed,TXN00004325,2025-12-10 18:55:00
4326,4326,3802,115.60,cash,refunded,TXN00004326,2025-05-05 09:05:00
4327,4327,6642,9.51,wallet,completed,TXN00004327,2024-10-17 18:01:00
4328,4328,5415,70.88,cash,completed,TXN00004328,2024-04-01 23:15:00
4329,4329,3389,48.58,cash,completed,TXN00004329,2025-11-30 10:55:00
4330,4330,5115,142.19,cash,completed,TXN00004330,2024-11-11 23:52:00
4331,4331,8052,42.62,wallet,completed,TXN00004331,2024-03-23 05:22:00
4332,4332,8753,77.63,wallet,completed,TXN00004332,2025-07-04 10:31:00
4333,4333,8247,122.85,cash,completed,TXN00004333,2025-11-07 16:31:00
4334,4334,9418,23.45,wallet,completed,TXN00004334,2024-03-01 20:03:00
4335,4335,6675,113.44,card,refunded,TXN00004335,2024-03-21 18:49:00
4336,4336,3157,25.10,cash,completed,TXN00004336,2025-11-30 11:07:00
4337,4337,9587,102.99,cash,refunded,TXN00004337,2024-12-23 01:41:00
4338,4338,6739,102.50,wallet,completed,TXN00004338,2024-01-09 03:41:00
4339,4339,6656,116.56,card,completed,TXN00004339,2025-06-15 05:09:00
4340,4340,6104,93.73,cash,refunded,TXN00004340,2025-09-04 07:49:00
4341,4341,6536,57.08,cash,refunded,TXN00004341,2024-11-08 09:56:00
4342,4342,3173,42.58,cash,completed,TXN00004342,2024-10-16 07:20:00
4343,4343,7282,93.50,cash,completed,TXN00004343,2024-08-18 06:34:00
4344,4344,9317,35.41,cash,completed,TXN00004344,2024-09-24 09:01:00
4345,4345,4955,101.37,wallet,completed,TXN00004345,2024-11-26 05:04:00
4346,4346,8343,9.68,card,refunded,TXN00004346,2024-07-03 13:56:00
4347,4347,3154,105.24,wallet,completed,TXN00004347,2025-11-14 01:52:00
4348,4348,6841,33.08,wallet,completed,TXN00004348,2025-07-22 07:26:00
4349,4349,5272,46.94,cash,completed,TXN00004349,2024-07-09 02:45:00
4350,4350,9470,46.65,wallet,completed,TXN00004350,2024-08-26 05:00:00
4351,4351,5080,108.78,card,refunded,TXN00004351,2024-12-05 03:54:00
4352,4352,5101,69.48,wallet,completed,TXN00004352,2025-01-23 06:43:00
4353,4353,8522,71.62,card,completed,TXN00004353,2025-07-28 01:49:00
4354,4354,8518,113.50,wallet,completed,TXN00004354,2024-07-28 20:48:00
4355,4355,6551,125.26,card,completed,TXN00004355,2025-01-19 08:30:00
4356,4356,4748,143.97,card,completed,TXN00004356,2025-01-29 17:43:00
4357,4357,3679,144.88,card,completed,TXN00004357,2024-02-19 02:25:00
4358,4358,3010,45.22,wallet,completed,TXN00004358,2025-06-08 07:28:00
4359,4359,8762,69.33,wallet,completed,TXN00004359,2025-01-18 21:05:00
4360,4360,3252,131.18,card,completed,TXN00004360,2025-08-13 06:38:00
4361,4361,4901,115.29,card,completed,TXN00004361,2024-08-14 18:52:00
4362,4362,9772,116.09,card,completed,TXN00004362,2024-02-20 23:55:00
4363,4363,3586,19.69,wallet,completed,TXN00004363,2025-09-11 10:36:00
4364,4364,9965,24.88,cash,completed,TXN00004364,2025-02-09 22:23:00
4365,4365,9969,122.08,card,refunded,TXN00004365,2025-04-27 11:44:00
4366,4366,7297,134.48,cash,completed,TXN00004366,2025-11-03 01:41:00
4367,4367,7262,62.36,card,completed,TXN00004367,2025-09-15 20:39:00
4368,4368,4861,103.22,card,completed,TXN00004368,2025-09-07 23:40:00
4369,4369,7734,147.60,wallet,completed,TXN00004369,2024-11-26 15:08:00
4370,4370,8438,120.39,card,completed,TXN00004370,2024-08-29 00:40:00
4371,4371,8437,79.69,wallet,completed,TXN00004371,2025-10-03 23:39:00
4372,4372,3062,140.55,wallet,completed,TXN00004372,2025-08-19 07:52:00
4373,4373,8681,149.40,wallet,completed,TXN00004373,2025-10-11 02:17:00
4374,4374,3449,28.12,wallet,refunded,TXN00004374,2025-10-09 05:30:00
4375,4375,9821,87.83,cash,completed,TXN00004375,2025-02-21 15:37:00
4376,4376,5572,61.18,wallet,completed,TXN00004376,2025-10-11 18:25:00
4377,4377,5904,144.88,wallet,completed,TXN00004377,2024-09-19 12:20:00
4378,4378,8186,147.79,wallet,completed,TXN00004378,2025-12-06 09:55:00
4379,4379,9821,102.40,wallet,completed,TXN00004379,2025-06-05 15:41:00
4380,4380,9010,120.03,cash,refunded,TXN00004380,2025-05-23 02:42:00
4381,4381,6391,127.20,card,refunded,TXN00004381,2024-03-09 19:25:00
4382,4382,4396,126.66,card,completed,TXN00004382,2025-02-19 22:50:00
4383,4383,7204,40.91,wallet,refunded,TXN00004383,2025-06-16 17:01:00
4384,4384,8620,39.91,card,completed,TXN00004384,2024-09-01 16:27:00
4385,4385,3508,75.90,card,completed,TXN00004385,2025-12-28 16:48:00
4386,4386,7203,48.81,wallet,completed,TXN00004386,2024-08-12 07:07:00
4387,4387,8021,129.49,wallet,completed,TXN00004387,2024-05-01 15:08:00
4388,4388,4025,58.48,wallet,completed,TXN00004388,2025-02-25 01:24:00
4389,4389,6428,87.49,cash,completed,TXN00004389,2024-03-07 04:30:00
4390,4390,4987,11.28,wallet,completed,TXN00004390,2025-08-08 05:42:00
4391,4391,8413,9.43,wallet,refunded,TXN00004391,2024-03-19 01:16:00
4392,4392,8593,23.90,card,completed,TXN00004392,2024-08-19 23:35:00
4393,4393,6916,147.47,wallet,completed,TXN00004393,2024-04-06 16:27:00
4394,4394,3848,99.00,wallet,completed,TXN00004394,2024-01-07 16:43:00
4395,4395,8687,80.46,wallet,completed,TXN00004395,2024-01-07 15:34:00
4396,4396,4230,121.82,cash,refunded,TXN00004396,2025-04-07 12:43:00
4397,4397,4513,126.89,cash,completed,TXN00004397,2025-11-04 01:50:00
4398,4398,9279,82.10,cash,completed,TXN00004398,2025-04-19 12:28:00
4399,4399,9565,24.94,cash,completed,TXN00004399,2024-08-28 16:06:00
4400,4400,5396,111.42,cash,completed,TXN00004400,2025-10-31 22:01:00
4401,4401,6505,130.55,cash,completed,TXN00004401,2024-10-20 04:19:00
4402,4402,5284,118.43,cash,completed,TXN00004402,2025-08-02 12:52:00
4403,4403,5126,82.48,wallet,completed,TXN00004403,2024-03-06 06:05:00
4404,4404,8794,77.28,card,completed,TXN00004404,2024-06-03 12:42:00
4405,4405,6594,63.18,cash,completed,TXN00004405,2024-07-08 00:11:00
4406,4406,4604,131.12,card,completed,TXN00004406,2025-01-08 23:25:00
4407,4407,9031,39.23,card,completed,TXN00004407,2025-11-04 01:40:00
4408,4408,4365,99.99,cash,refunded,TXN00004408,2024-11-21 12:44:00
4409,4409,4865,60.49,card,completed,TXN00004409,2024-05-31 15:50:00
4410,4410,4049,47.42,card,completed,TXN00004410,2024-04-18 18:30:00
4411,4411,7865,63.25,wallet,completed,TXN00004411,2024-07-03 14:39:00
4412,4412,7386,135.85,cash,completed,TXN00004412,2024-02-13 02:32:00
4413,4413,9644,132.81,card,completed,TXN00004413,2024-11-25 17:29:00
4414,4414,7431,120.91,wallet,completed,TXN00004414,2025-09-16 00:39:00
4415,4415,7006,105.56,card,completed,TXN00004415,2024-06-10 15:14:00
4416,4416,3746,21.63,card,refunded,TXN00004416,2024-06-21 13:22:00
4417,4417,3345,22.52,wallet,completed,TXN00004417,2024-09-10 15:21:00
4418,4418,7363,100.25,cash,completed,TXN00004418,2025-08-24 01:55:00
4419,4419,3584,90.14,card,completed,TXN00004419,2025-12-10 16:59:00
4420,4420,6271,146.18,cash,completed,TXN00004420,2024-03-01 09:18:00
4421,4421,5555,57.37,cash,refunded,TXN00004421,2025-03-20 13:25:00
4422,4422,6717,83.69,wallet,completed,TXN00004422,2025-08-26 11:19:00
4423,4423,9394,105.24,card,completed,TXN00004423,2024-10-21 17:08:00
4424,4424,8026,62.20,cash,completed,TXN00004424,2024-05-27 11:50:00
4425,4425,6584,125.70,cash,refunded,TXN00004425,2024-10-25 01:29:00
4426,4426,7176,110.27,cash,completed,TXN00004426,2024-05-26 20:34:00
4427,4427,4488,70.55,wallet,completed,TXN00004427,2025-10-30 03:14:00
4428,4428,3476,147.25,cash,completed,TXN00004428,2024-09-28 22:09:00
4429,4429,8388,45.51,card,completed,TXN00004429,2024-11-27 19:12:00
4430,4430,4511,58.66,wallet,completed,TXN00004430,2024-03-14 18:55:00
4431,4431,5150,39.31,wallet,completed,TXN00004431,2025-03-13 09:33:00
4432,4432,6752,21.48,cash,completed,TXN00004432,2025-02-16 11:40:00
4433,4433,6929,70.53,card,completed,TXN00004433,2024-10-16 17:13:00
4434,4434,6320,149.30,wallet,refunded,TXN00004434,2025-05-31 17:31:00
4435,4435,9900,23.13,card,completed,TXN00004435,2025-02-25 22:51:00
4436,4436,5291,145.27,wallet,refunded,TXN00004436,2025-03-24 17:14:00
4437,4437,5846,15.02,card,completed,TXN00004437,2024-04-02 07:16:00
4438,4438,3359,118.89,wallet,completed,TXN00004438,2024-06-03 09:40:00
4439,4439,9453,92.59,wallet,completed,TXN00004439,2024-04-30 15:26:00
4440,4440,7431,50.47,cash,refunded,TXN00004440,2025-04-04 14:40:00
4441,4441,3781,30.13,wallet,completed,TXN00004441,2025-04-07 05:51:00
4442,4442,4640,82.77,wallet,completed,TXN00004442,2024-03-16 19:38:00
4443,4443,9716,140.92,card,completed,TXN00004443,2025-04-27 03:37:00
4444,4444,7331,11.12,card,completed,TXN00004444,2024-03-01 19:10:00
4445,4445,5210,105.97,wallet,completed,TXN00004445,2025-09-20 13:34:00
4446,4446,6447,26.82,cash,refunded,TXN00004446,2024-06-24 18:00:00
4447,4447,7333,33.89,cash,completed,TXN00004447,2024-12-17 20:14:00
4448,4448,9648,80.82,wallet,completed,TXN00004448,2025-06-15 03:07:00
4449,4449,3129,146.20,wallet,completed,TXN00004449,2025-03-09 04:57:00
4450,4450,7803,145.19,wallet,completed,TXN00004450,2025-06-16 21:51:00
4451,4451,4898,17.64,wallet,completed,TXN00004451,2025-06-18 07:31:00
4452,4452,5965,149.72,wallet,refunded,TXN00004452,2024-04-01 00:23:00
4453,4453,7528,109.93,wallet,completed,TXN00004453,2025-07-04 05:48:00
4454,4454,8991,75.48,card,completed,TXN00004454,2025-10-04 20:00:00
4455,4455,3323,102.98,wallet,completed,TXN00004455,2025-08-02 01:35:00
4456,4456,9431,108.08,cash,completed,TXN00004456,2025-11-05 17:06:00
4457,4457,9047,82.61,wallet,refunded,TXN00004457,2025-07-24 01:32:00
4458,4458,7145,34.46,cash,completed,TXN00004458,2024-06-16 01:09:00
4459,4459,5152,45.13,wallet,completed,TXN00004459,2024-01-28 17:44:00
4460,4460,8553,140.17,card,completed,TXN00004460,2025-06-07 20:28:00
4461,4461,4001,85.72,cash,completed,TXN00004461,2024-09-23 06:43:00
4462,4462,8565,83.76,card,refunded,TXN00004462,2025-01-19 13:43:00
4463,4463,9384,147.70,card,completed,TXN00004463,2024-08-12 21:52:00
4464,4464,8643,20.20,card,completed,TXN00004464,2025-01-25 11:11:00
4465,4465,5924,41.29,wallet,refunded,TXN00004465,2025-08-28 20:38:00
4466,4466,5829,61.72,card,completed,TXN00004466,2024-12-12 09:07:00
4467,4467,5381,12.87,wallet,completed,TXN00004467,2024-04-11 23:33:00
4468,4468,4882,148.14,wallet,completed,TXN00004468,2024-12-28 16:26:00
4469,4469,5643,20.54,card,completed,TXN00004469,2025-07-15 18:25:00
4470,4470,5252,18.73,cash,completed,TXN00004470,2025-03-21 14:18:00
4471,4471,9851,111.67,wallet,completed,TXN00004471,2025-07-21 13:40:00
4472,4472,4039,36.89,cash,completed,TXN00004472,2025-09-20 15:09:00
4473,4473,3677,34.79,wallet,refunded,TXN00004473,2024-03-23 09:13:00
4474,4474,4622,50.38,wallet,completed,TXN00004474,2024-05-27 07:36:00
4475,4475,8908,54.11,wallet,completed,TXN00004475,2024-06-10 20:36:00
4476,4476,6964,62.61,card,completed,TXN00004476,2024-09-15 23:39:00
4477,4477,3399,11.58,cash,completed,TXN00004477,2025-10-28 08:46:00
4478,4478,3883,93.15,cash,completed,TXN00004478,2025-09-25 22:35:00
4479,4479,8683,20.68,wallet,completed,TXN00004479,2025-03-28 15:56:00
4480,4480,3482,31.20,card,completed,TXN00004480,2025-08-04 04:04:00
4481,4481,3275,93.29,wallet,refunded,TXN00004481,2025-07-03 16:26:00
4482,4482,5557,14.90,wallet,completed,TXN00004482,2025-11-07 14:52:00
4483,4483,5005,98.81,wallet,completed,TXN00004483,2024-09-19 03:28:00
4484,4484,4024,9.62,cash,completed,TXN00004484,2025-12-29 19:43:00
4485,4485,8496,65.72,cash,completed,TXN00004485,2024-10-12 18:36:00
4486,4486,9636,137.85,card,refunded,TXN00004486,2025-04-25 07:17:00
4487,4487,3870,131.99,wallet,completed,TXN00004487,2024-12-16 14:15:00
4488,4488,7112,40.77,card,completed,TXN00004488,2024-11-29 10:35:00
4489,4489,4252,52.49,wallet,completed,TXN00004489,2025-08-05 22:31:00
4490,4490,9939,70.77,wallet,completed,TXN00004490,2024-12-19 01:47:00
4491,4491,4421,94.78,cash,completed,TXN00004491,2024-12-23 20:48:00
4492,4492,8006,144.80,card,completed,TXN00004492,2025-12-10 09:48:00
4493,4493,3747,96.88,wallet,completed,TXN00004493,2024-04-11 16:19:00
4494,4494,4625,106.14,cash,completed,TXN00004494,2024-03-29 23:05:00
4495,4495,8326,128.06,card,refunded,TXN00004495,2024-03-28 07:57:00
4496,4496,3783,47.83,card,completed,TXN00004496,2024-08-19 18:23:00
4497,4497,9064,122.22,card,completed,TXN00004497,2024-04-06 00:56:00
4498,4498,6544,35.41,cash,refunded,TXN00004498,2025-02-26 00:01:00
4499,4499,8346,90.73,wallet,completed,TXN00004499,2024-12-30 21:12:00
4500,4500,5279,85.07,wallet,completed,TXN00004500,2024-04-30 20:16:00
4501,4501,4089,101.71,cash,completed,TXN00004501,2024-06-11 11:24:00
4502,4502,6878,33.09,cash,completed,TXN00004502,2024-06-27 09:39:00
4503,4503,9699,41.20,wallet,completed,TXN00004503,2024-05-22 07:42:00
4504,4504,5579,57.53,wallet,completed,TXN00004504,2024-02-14 08:05:00
4505,4505,5412,27.62,card,completed,TXN00004505,2024-02-28 09:35:00
4506,4506,4606,62.10,cash,completed,TXN00004506,2025-01-17 12:20:00
4507,4507,5694,45.94,cash,refunded,TXN00004507,2024-05-06 05:30:00
4508,4508,7403,89.12,cash,completed,TXN00004508,2024-12-12 18:12:00
4509,4509,3367,34.87,card,completed,TXN00004509,2025-11-14 06:04:00
4510,4510,4387,71.92,wallet,completed,TXN00004510,2024-02-10 05:53:00
4511,4511,4631,128.07,wallet,refunded,TXN00004511,2025-03-26 19:34:00
4512,4512,3954,113.22,cash,completed,TXN00004512,2024-11-07 20:21:00
4513,4513,6230,78.79,cash,completed,TXN00004513,2024-09-09 04:11:00
4514,4514,8965,52.14,cash,completed,TXN00004514,2025-06-03 04:36:00
4515,4515,4149,86.04,cash,refunded,TXN00004515,2025-03-20 05:08:00
4516,4516,3073,33.52,card,refunded,TXN00004516,2024-12-20 04:16:00
4517,4517,9799,26.07,cash,completed,TXN00004517,2024-04-07 09:34:00
4518,4518,6321,11.59,card,completed,TXN00004518,2025-05-26 06:05:00
4519,4519,3283,105.25,cash,refunded,TXN00004519,2024-03-16 17:58:00
4520,4520,7401,127.27,card,refunded,TXN00004520,2024-07-26 21:01:00
4521,4521,4281,49.02,wallet,completed,TXN00004521,2025-03-29 13:32:00
4522,4522,3952,77.60,cash,refunded,TXN00004522,2024-10-06 08:53:00
4523,4523,5122,35.26,card,completed,TXN00004523,2025-11-18 05:48:00
4524,4524,6763,96.98,wallet,completed,TXN00004524,2025-02-13 10:22:00
4525,4525,8598,94.21,wallet,refunded,TXN00004525,2024-07-01 06:31:00
4526,4526,3682,149.15,card,completed,TXN00004526,2024-12-19 00:19:00
4527,4527,7271,18.89,wallet,completed,TXN00004527,2025-08-08 15:39:00
4528,4528,3758,27.67,cash,completed,TXN00004528,2024-06-20 07:02:00
4529,4529,5163,48.00,card,completed,TXN00004529,2024-04-16 17:10:00
4530,4530,8451,8.38,cash,completed,TXN00004530,2024-07-05 04:16:00
4531,4531,5443,29.29,cash,refunded,TXN00004531,2025-04-02 02:47:00
4532,4532,7541,37.52,cash,completed,TXN00004532,2024-03-16 23:29:00
4533,4533,6016,124.66,cash,completed,TXN00004533,2025-07-10 05:58:00
4534,4534,4248,74.81,card,completed,TXN00004534,2025-02-26 23:45:00
4535,4535,6246,101.47,card,completed,TXN00004535,2024-08-25 16:37:00
4536,4536,3481,59.09,wallet,refunded,TXN00004536,2025-10-01 21:12:00
4537,4537,4447,19.85,wallet,completed,TXN00004537,2025-06-09 15:03:00
4538,4538,5488,60.64,cash,completed,TXN00004538,2024-12-17 05:56:00
4539,4539,8766,76.54,cash,refunded,TXN00004539,2024-12-08 07:45:00
4540,4540,4126,30.96,card,completed,TXN00004540,2025-01-04 09:50:00
4541,4541,7735,111.48,card,completed,TXN00004541,2024-01-01 22:18:00
4542,4542,8219,113.03,card,refunded,TXN00004542,2024-05-25 00:04:00
4543,4543,4697,65.00,wallet,refunded,TXN00004543,2024-09-15 02:43:00
4544,4544,7646,80.27,cash,completed,TXN00004544,2025-09-25 02:17:00
4545,4545,4083,27.46,card,completed,TXN00004545,2025-05-27 10:26:00
4546,4546,4026,99.59,cash,completed,TXN00004546,2024-04-10 15:34:00
4547,4547,4819,140.67,wallet,refunded,TXN00004547,2024-11-01 19:38:00
4548,4548,7854,55.70,card,completed,TXN00004548,2024-10-28 22:23:00
4549,4549,4423,140.19,wallet,refunded,TXN00004549,2025-06-19 14:56:00
4550,4550,4983,66.39,wallet,refunded,TXN00004550,2024-04-03 13:53:00
4551,4551,6786,75.02,card,refunded,TXN00004551,2024-04-01 13:29:00
4552,4552,3498,142.86,wallet,completed,TXN00004552,2024-04-07 00:31:00
4553,4553,4036,103.43,cash,completed,TXN00004553,2024-03-06 09:44:00
4554,4554,6261,85.23,card,refunded,TXN00004554,2024-05-04 19:40:00
4555,4555,5190,31.48,cash,completed,TXN00004555,2025-09-19 03:17:00
4556,4556,9070,75.45,cash,completed,TXN00004556,2024-07-07 09:36:00
4557,4557,8319,141.54,cash,completed,TXN00004557,2024-12-16 14:44:00
4558,4558,5709,69.23,cash,completed,TXN00004558,2024-05-12 04:13:00
4559,4559,3419,105.94,wallet,completed,TXN00004559,2024-01-27 23:33:00
4560,4560,4221,140.97,wallet,refunded,TXN00004560,2024-05-12 08:49:00
4561,4561,9266,48.62,card,completed,TXN00004561,2024-05-22 05:43:00
4562,4562,4036,103.08,cash,completed,TXN00004562,2025-10-02 12:10:00
4563,4563,5016,116.67,card,completed,TXN00004563,2024-07-22 04:55:00
4564,4564,8084,104.89,card,completed,TXN00004564,2024-07-19 03:36:00
4565,4565,9534,44.89,wallet,completed,TXN00004565,2025-04-07 04:02:00
4566,4566,3849,54.03,cash,refunded,TXN00004566,2024-01-27 09:05:00
4567,4567,6125,61.49,card,completed,TXN00004567,2025-08-03 16:47:00
4568,4568,6866,110.98,wallet,completed,TXN00004568,2024-02-05 02:37:00
4569,4569,9804,84.50,cash,refunded,TXN00004569,2024-02-11 05:42:00
4570,4570,3952,62.90,cash,completed,TXN00004570,2024-02-28 21:58:00
4571,4571,6065,21.30,wallet,refunded,TXN00004571,2024-06-25 01:26:00
4572,4572,6900,132.92,wallet,refunded,TXN00004572,2024-04-12 02:53:00
4573,4573,3564,98.58,cash,completed,TXN00004573,2025-05-24 00:48:00
4574,4574,9404,82.79,card,refunded,TXN00004574,2025-07-21 03:27:00
4575,4575,6049,44.74,card,refunded,TXN00004575,2024-11-02 14:46:00
4576,4576,5398,64.35,wallet,completed,TXN00004576,2025-12-03 05:02:00
4577,4577,8383,18.31,wallet,completed,TXN00004577,2024-11-14 21:37:00
4578,4578,6633,88.04,card,completed,TXN00004578,2024-06-18 19:10:00
4579,4579,3786,56.19,cash,completed,TXN00004579,2025-08-13 23:20:00
4580,4580,9573,72.91,cash,completed,TXN00004580,2024-06-11 21:10:00
4581,4581,9398,16.81,cash,completed,TXN00004581,2024-08-24 19:34:00
4582,4582,3552,90.85,cash,completed,TXN00004582,2024-04-09 01:44:00
4583,4583,4737,109.35,wallet,completed,TXN00004583,2025-10-01 06:25:00
4584,4584,4063,43.65,wallet,completed,TXN00004584,2024-07-17 22:03:00
4585,4585,8119,131.18,wallet,completed,TXN00004585,2024-12-31 04:16:00
4586,4586,4713,59.91,wallet,completed,TXN00004586,2025-07-22 03:54:00
4587,4587,9014,146.04,card,completed,TXN00004587,2024-06-13 12:38:00
4588,4588,6073,113.01,card,completed,TXN00004588,2024-10-25 12:19:00
4589,4589,7599,58.34,cash,completed,TXN00004589,2025-08-28 06:20:00
4590,4590,4388,36.23,wallet,completed,TXN00004590,2024-08-24 02:13:00
4591,4591,7115,50.00,card,completed,TXN00004591,2024-03-27 05:58:00
4592,4592,7288,51.67,wallet,completed,TXN00004592,2024-06-22 00:25:00
4593,4593,7367,93.27,cash,refunded,TXN00004593,2024-11-18 20:36:00
4594,4594,8469,58.43,card,completed,TXN00004594,2025-01-30 12:49:00
4595,4595,6002,52.84,wallet,completed,TXN00004595,2024-01-12 12:51:00
4596,4596,6143,93.25,wallet,refunded,TXN00004596,2025-07-13 00:01:00
4597,4597,3758,26.52,wallet,completed,TXN00004597,2024-01-10 00:49:00
4598,4598,5355,92.40,wallet,completed,TXN00004598,2025-05-25 11:59:00
4599,4599,8486,26.91,card,completed,TXN00004599,2025-12-26 02:41:00
4600,4600,5497,130.63,card,refunded,TXN00004600,2024-09-08 09:49:00
4601,4601,6328,98.42,card,completed,TXN00004601,2024-06-26 16:46:00
4602,4602,9006,106.75,cash,refunded,TXN00004602,2024-01-07 18:16:00
4603,4603,4519,127.00,cash,completed,TXN00004603,2024-04-01 06:28:00
4604,4604,3054,100.96,cash,refunded,TXN00004604,2024-10-28 22:49:00
4605,4605,8513,100.22,cash,completed,TXN00004605,2025-10-18 17:38:00
4606,4606,3804,65.75,cash,completed,TXN00004606,2024-03-22 20:10:00
4607,4607,7323,85.17,wallet,refunded,TXN00004607,2024-06-29 07:06:00
4608,4608,4074,138.31,cash,completed,TXN00004608,2024-08-16 20:56:00
4609,4609,9588,8.22,wallet,refunded,TXN00004609,2024-06-12 11:21:00
4610,4610,8354,144.94,card,completed,TXN00004610,2025-04-07 17:29:00
4611,4611,3610,144.17,cash,completed,TXN00004611,2025-12-12 19:17:00
4612,4612,9770,66.55,cash,completed,TXN00004612,2024-07-23 05:17:00
4613,4613,3923,99.57,cash,completed,TXN00004613,2024-09-22 19:50:00
4614,4614,6858,80.77,card,refunded,TXN00004614,2024-09-28 10:00:00
4615,4615,8343,74.27,card,completed,TXN00004615,2024-11-12 23:43:00
4616,4616,8657,51.00,card,completed,TXN00004616,2025-06-15 10:12:00
4617,4617,8331,85.25,wallet,completed,TXN00004617,2025-10-30 07:58:00
4618,4618,4666,36.51,wallet,completed,TXN00004618,2024-08-05 15:12:00
4619,4619,6029,26.02,card,completed,TXN00004619,2025-12-26 04:54:00
4620,4620,4114,48.39,wallet,completed,TXN00004620,2025-06-22 01:14:00
4621,4621,9922,82.73,wallet,refunded,TXN00004621,2024-06-22 23:21:00
4622,4622,7306,29.83,wallet,completed,TXN00004622,2025-04-22 21:43:00
4623,4623,5095,127.69,card,completed,TXN00004623,2025-03-19 01:41:00
4624,4624,6883,65.50,cash,completed,TXN00004624,2025-10-03 03:01:00
4625,4625,8207,70.34,wallet,refunded,TXN00004625,2025-08-05 22:52:00
