rating_id,ride_id,rider_id,driver_id,rating,comment,rated_at
2123,2123,8646,1454,5,Good ride,2024-02-24 21:22:00
2124,2124,3972,1058,4,Smooth trip,2024-10-08 16:47:00
2125,2125,5534,907,4,Good ride,2024-06-29 18:40:00
2126,2126,5169,937,5,Good ride,2025-10-05 08:45:00
2127,2127,5721,262,4,Smooth trip,2025-10-03 17:41:00
2128,2128,5816,1254,1,Good ride,2025-07-05 04:30:00
2129,2129,9932,312,3,Good ride,2025-05-01 19:11:00
2130,2130,6624,1678,5,Smooth trip,2025-07-14 08:50:00
2131,2131,6932,2132,3,Good ride,2025-05-27 14:14:00
2132,2132,9727,1949,1,Good ride,2025-10-10 06:55:00
2133,2133,4199,2270,5,Smooth trip,2024-08-26 05:20:00
2134,2134,5332,2957,5,Good ride,2024-09-05 23:27:00
2135,2135,7895,909,2,Good ride,2024-10-28 04:19:00
2136,2136,5851,2434,5,Smooth trip,2024-01-27 16:31:00
2137,2137,5359,2957,4,Good ride,2024-03-22 04:21:00
2138,2138,8715,2148,1,Good ride,2025-03-30 12:13:00
2139,2139,8826,2391,2,Smooth trip,2024-02-15 22:26:00
2140,2140,7235,2953,5,Good ride,2024-09-03 11:19:00
2141,2141,6122,2676,2,Good ride,2024-10-02 18:56:00
2142,2142,7805,2681,4,Smooth trip,2024-04-16 20:58:00
2143,2143,6435,2850,3,Good ride,2024-07-06 12:33:00
2144,2144,8437,2122,2,Good ride,2025-08-13 20:13:00
2145,2145,5626,518,1,Smooth trip,2025-11-04 04:03:00
2146,2146,6928,1540,1,Good ride,2024-07-06 15:41:00
2147,2147,5600,1096,3,Good ride,2024-09-29 05:36:00
2148,2148,6452,2698,1,Smooth trip,2025-07-10 21:15:00
2149,2149,4084,1101,3,Good ride,2024-06-15 14:34:00
2150,2150,8921,2272,4,Good ride,2025-07-16 07:50:00
2151,2151,9835,1313,1,Smooth trip,2025-02-20 22:20:00
2152,2152,5742,1557,4,Good ride,2024-02-02 12:32:00
2153,2153,3932,2491,5,Good ride,2025-03-21 05:39:00
2154,2154,5361,1769,3,Smooth trip,2025-07-22 17:31:00
2155,2155,9026,1763,4,Good ride,2024-06-24 16:51:00
2156,2156,7105,1711,1,Good ride,2025-10-02 23:40:00
2157,2157,4330,2143,3,Smooth trip,2025-07-23 15:15:00
2158,2158,5249,137,3,Good ride,2024-12-25 22:30:00
2159,2159,9717,1365,2,Good ride,2024-06-05 18:22:00
2160,2160,7201,63,1,Smooth trip,2025-10-05 08:04:00
2161,2161,6890,42,1,Good ride,2024-07-30 00:52:00
2162,2162,9235,2121,5,Good ride,2025-10-12 10:34:00
2163,2163,7225,2506,4,Smooth trip,2025-03-03 01:42:00
2164,2164,9118,244,5,Good ride,2024-09-13 14:06:00
2165,2165,9276,2566,5,Good ride,2024-03-27 14:25:00
2166,2166,8092,1480,5,Smooth trip,2024-01-20 00:25:00
2167,2167,5988,2984,5,Good ride,2024-03-10 19:27:00
2168,2168,5084,2503,3,Good ride,2024-11-19 09:19:00
2169,2169,4560,1332,2,Smooth trip,2025-12-22 03:11:00
2170,2170,6652,1438,5,Good ride,2025-07-23 22:25:00
2171,2171,3247,1735,3,Good ride,2024-10-09 06:42:00
2172,2172,9251,390,5,Smooth trip,2025-02-02 05:34:00
2173,2173,3674,1718,3,Good ride,2025-08-25 04:03:00
2174,2174,4612,402,3,Good ride,2024-03-12 09:50:00
2175,2175,9261,640,5,Smooth trip,2025-10-15 01:20:00
2176,2176,9960,2089,3,Good ride,2024-01-19 07:52:00
2177,2177,5103,175,5,Good ride,2024-06-12 18:34:00
2178,2178,9518,1058,1,Smooth trip,2024-08-09 05:49:00
2179,2179,6410,920,2,Good ride,2025-12-09 03:19:00
2180,2180,7920,445,5,Good ride,2025-07-08 23:47:00
2181,2181,4659,1034,3,Smooth trip,2025-04-08 00:41:00
2182,2182,5239,148,1,Good ride,2024-12-29 12:15:00
2183,2183,6283,1169,1,Good ride,2024-11-19 04:54:00
2184,2184,6565,624,4,Smooth trip,2024-04-10 22:22:00
2185,2185,9289,19,3,Good ride,2024-11-02 18:53:00
2186,2186,7861,998,1,Good ride,2025-02-22 02:49:00
2187,2187,3293,96,1,Smooth trip,2024-11-22 18:03:00
2188,2188,4285,2949,1,Good ride,2024-02-12 15:55:00
2189,2189,3596,2406,3,Good ride,2025-09-27 17:31:00
2190,2190,9239,1407,2,Smooth trip,2025-04-25 14:46:00
2191,2191,3638,246,1,Good ride,2025-09-08 18:05:00
2192,2192,8188,2165,3,Good ride,2024-05-18 10:22:00
2193,2193,7619,1519,4,Smooth trip,2025-11-22 04:56:00
2194,2194,8086,2926,4,Good ride,2024-10-28 15:28:00
2195,2195,4688,2108,1,Good ride,2024-01-21 17:54:00
2196,2196,3986,2147,3,Smooth trip,2025-01-08 08:34:00
2197,2197,8431,1666,2,Good ride,2024-04-06 16:11:00
2198,2198,8504,2437,2,Good ride,2025-09-27 10:03:00
2199,2199,9912,2813,3,Smooth trip,2025-02-24 08:51:00
2200,2200,8865,860,2,Good ride,2024-04-04 14:15:00
2201,2201,6295,312,2,Good ride,2025-05-01 06:37:00
2202,2202,8326,1101,2,Smooth trip,2025-05-16 10:31:00
2203,2203,6424,1196,2,Good ride,2024-04-19 23:16:00
2204,2204,8728,1246,5,Good ride,2024-10-17 14:45:00
2205,2205,8210,1099,3,Smooth trip,2024-02-21 19:23:00
2206,2206,3716,1443,5,Good ride,2025-04-17 14:22:00
2207,2207,3135,415,5,Good ride,2024-09-02 21:25:00
2208,2208,4334,1265,3,Smooth trip,2025-03-26 22:06:00
2209,2209,9086,1542,3,Good ride,2024-02-21 05:33:00
2210,2210,5227,1687,5,Good ride,2025-08-04 01:06:00
2211,2211,8107,2041,3,Smooth trip,2025-03-16 22:15:00
2212,2212,3145,372,1,Good ride,2025-11-06 00:12:00
2213,2213,8020,2074,1,Good ride,2024-02-07 00:31:00
2214,2214,6666,51,5,Smooth trip,2025-09-19 09:46:00
2215,2215,7697,1960,2,Good ride,2025-12-15 21:18:00
2216,2216,5464,1381,5,Good ride,2024-10-01 19:41:00
2217,2217,8129,2958,2,Smooth trip,2024-08-14 06:56:00
2218,2218,6857,1831,3,Good ride,2025-04-10 19:51:00
2219,2219,6939,1241,3,Good ride,2025-11-16 23:59:00
2220,2220,7127,1526,1,Smooth trip,2025-05-13 06:09:00
2221,2221,8457,818,5,Good ride,2024-02-16 16:10:00
2222,2222,3366,209,5,Good ride,2024-10-03 20:21:00
2223,2223,5306,199,1,Smooth trip,2025-12-26 01:47:00
2224,2224,4623,2511,2,Good ride,2025-07-06 21:18:00
2225,2225,5886,2672,1,Good ride,2025-07-06 05:30:00
2226,2226,4710,66,3,Smooth trip,2024-10-13 11:15:00
2227,2227,5870,117,5,Good ride,2024-09-03 21:02:00
2228,2228,7997,2923,3,Good ride,2025-10-16 02:27:00
2229,2229,6521,2261,1,Smooth trip,2024-11-16 23:11:00
2230,2230,6515,262,3,Good ride,2025-06-05 22:22:00
2231,2231,8803,327,2,Good ride,2024-09-19 13:29:00
2232,2232,7420,1552,3,Smooth trip,2025-10-25 17:37:00
2233,2233,9534,2313,5,Good ride,2024-12-30 22:51:00
2234,2234,9969,1009,2,Good ride,2025-10-24 21:16:00
2235,2235,8187,1451,2,Smooth trip,2025-03-10 14:00:00
2236,2236,9800,2920,4,Good ride,2025-09-28 20:59:00
2237,2237,9584,486,1,Good ride,2024-08-12 23:58:00
2238,2238,9157,1142,4,Smooth trip,2025-08-10 11:20:00
2239,2239,5264,251,4,Good ride,2024-11-23 07:14:00
2240,2240,4818,2427,1,Good ride,2025-01-12 07:15:00
2241,2241,4563,382,3,Smooth trip,2024-01-27 18:29:00
2242,2242,9170,2338,1,Good ride,2024-06-27 20:01:00
2243,2243,6630,2582,1,Good ride,2025-07-17 19:49:00
2244,2244,7554,1907,4,Smooth trip,2025-06-23 18:40:00
2245,2245,7935,523,2,Good ride,2025-12-26 13:23:00
2246,2246,6122,1772,1,Good ride,2025-05-07 11:13:00
2247,2247,9651,1562,3,Smooth trip,2025-04-20 20:57:00
2248,2248,9369,870,5,Good ride,2024-05-25 00:52:00
2249,2249,9155,1705,3,Good ride,2024-11-13 20:03:00
2250,2250,8625,25,4,Smooth trip,2025-11-03 16:29:00
2251,2251,6602,1564,5,Good ride,2024-11-20 01:02:00
2252,2252,3805,2609,4,Good ride,2025-11-26 11:39:00
2253,2253,5193,2118,3,Smooth trip,2025-02-28 07:31:00
2254,2254,4719,2286,4,Good ride,2024-06-15 03:27:00
2255,2255,3545,1001,5,Good ride,2024-01-09 15:52:00
2256,2256,5247,899,3,Smooth trip,2024-10-12 17:10:00
2257,2257,7628,2237,5,Good ride,2024-09-14 09:44:00
2258,2258,8559,2561,3,Good ride,2025-10-14 17:25:00
2259,2259,7295,136,4,Smooth trip,2025-11-02 16:36:00
2260,2260,9522,2739,4,Good ride,2024-04-15 06:05:00
2261,2261,8442,493,4,Good ride,2025-02-20 16:11:00
2262,2262,3983,605,1,Smooth trip,2024-10-09 01:27:00
2263,2263,5650,1896,1,Good ride,2024-02-22 13:50:00
2264,2264,3960,2263,3,Good ride,2024-10-29 17:36:00
2265,2265,6536,2057,5,Smooth trip,2024-12-10 03:09:00
2266,2266,9444,614,5,Good ride,2024-08-16 15:14:00
2267,2267,3324,1765,1,Good ride,2024-09-16 17:54:00
2268,2268,6368,2650,3,Smooth trip,2024-01-24 06:09:00
2269,2269,9983,478,3,Good ride,2024-08-28 17:52:00
2270,2270,3668,1213,1,Good ride,2025-07-18 23:36:00
2271,2271,8356,2235,4,Smooth trip,2025-08-29 09:34:00
2272,2272,3451,87,1,Good ride,2025-09-25 01:50:00
2273,2273,4145,2387,5,Good ride,2025-06-24 09:41:00
2274,2274,7766,113,1,Smooth trip,2025-09-20 00:06:00
2275,2275,6908,2135,2,Good ride,2024-09-06 04:33:00
2276,2276,9934,1740,2,Good ride,2024-07-27 11:54:00
2277,2277,3654,2981,3,Smooth trip,2025-07-16 06:14:00
2278,2278,5973,2337,4,Good ride,2024-08-01 23:07:00
2279,2279,4670,1807,1,Good ride,2024-08-12 18:26:00
2280,2280,9544,605,3,Smooth trip,2025-01-29 00:10:00
2281,2281,3532,1186,3,Good ride,2024-09-18 13:27:00
2282,2282,3938,13,3,Good ride,2025-01-03 03:52:00
2283,2283,6186,1894,1,Smooth trip,2025-06-26 12:21:00
2284,2284,8279,2010,5,Good ride,2025-03-06 12:04:00
2285,2285,4482,343,2,Good ride,2024-10-15 08:54:00
2286,2286,9687,1676,5,Smooth trip,2025-04-22 22:52:00
2287,2287,4184,1786,4,Good ride,2024-11-27 06:41:00
2288,2288,5372,1059,3,Good ride,2025-09-09 23:30:00
2289,2289,6144,262,3,Smooth trip,2025-06-13 09:45:00
2290,2290,7945,2745,3,Good ride,2024-01-06 04:32:00
2291,2291,6396,642,2,Good ride,2025-09-15 12:27:00
2292,2292,3388,1731,4,Smooth trip,2024-05-19 02:08:00
2293,2293,8752,2520,3,Good ride,2024-01-17 14:47:00
2294,2294,8124,947,4,Good ride,2025-01-12 04:16:00
2295,2295,3938,2286,5,Smooth trip,2024-09-19 00:58:00
2296,2296,5676,1593,3,Good ride,2024-01-05 07:58:00
2297,2297,6266,482,4,Good ride,2024-06-20 06:29:00
2298,2298,5194,2937,2,Smooth trip,2025-10-16 07:19:00
2299,2299,6875,994,4,Good ride,2024-12-24 19:28:00
2300,2300,7143,794,4,Good ride,2024-07-07 09:08:00
2301,2301,4727,1857,2,Smooth trip,2024-07-10 17:55:00
2302,2302,3667,1295,1,Good ride,2024-12-31 11:50:00
2303,2303,5904,2121,4,Good ride,2024-12-30 17:32:00
2304,2304,3918,1645,5,Smooth trip,2024-03-14 02:20:00
2305,2305,5006,1231,3,Good ride,2024-10-05 21:24:00
2306,2306,3366,1051,4,Good ride,2024-02-03 17:20:00
2307,2307,5269,1389,3,Smooth trip,2025-02-18 01:22:00
2308,2308,3301,1523,5,Good ride,2024-06-14 05:36:00
2309,2309,3256,1371,3,Good ride,2025-07-16 06:38:00
2310,2310,7381,1590,5,Smooth trip,2024-04-29 20:38:00
2311,2311,5035,2140,3,Good ride,2025-01-07 05:28:00
2312,2312,4133,2648,2,Good ride,2024-04-12 19:28:00
2313,2313,3320,304,4,Smooth trip,2025-01-14 23:13:00
2314,2314,4843,492,2,Good ride,2025-10-23 00:27:00
2315,2315,8384,794,3,Good ride,2024-11-17 08:27:00
2316,2316,4812,339,2,Smooth trip,2024-09-15 08:22:00
2317,2317,8518,1054,1,Good ride,2025-10-15 15:54:00
2318,2318,6013,2803,1,Good ride,2024-12-09 16:56:00
2319,2319,3067,1774,2,Smooth trip,2025-07-25 02:39:00
2320,2320,5819,1012,4,Good ride,2025-02-08 23:32:00
2321,2321,9219,1174,2,Good ride,2025-07-29 13:56:00
2322,2322,7700,1254,1,Smooth trip,2024-12-01 08:40:00
2323,2323,8373,2418,1,Good ride,2025-12-08 14:50:00
2324,2324,8737,662,4,Good ride,2025-01-10 09:09:00
2325,2325,8411,143,1,Smooth trip,2024-05-13 08:15:00
2326,2326,7758,508,2,Good ride,2024-04-24 12:04:00
2327,2327,5961,2794,2,Good ride,2025-01-06 00:54:00
2328,2328,7586,444,1,Smooth trip,2024-01-19 00:38:00
2329,2329,3091,1657,2,Good ride,2025-11-14 00:31:00
2330,2330,6265,418,5,Good ride,2024-08-29 19:15:00
2331,2331,3358,1505,3,Smooth trip,2025-02-10 14:01:00
2332,2332,8896,277,3,Good ride,2024-11-26 09:58:00
2333,2333,8351,1496,4,Good ride,2024-11-01 11:30:00
2334,2334,9649,985,4,Smooth trip,2024-11-14 16:06:00
2335,2335,3719,581,2,Good ride,2024-10-06 13:51:00
2336,2336,8147,1371,2,Good ride,2024-06-09 12:36:00
2337,2337,6507,1126,2,Smooth trip,2025-07-25 08:07:00
2338,2338,6360,2865,3,Good ride,2025-11-04 18:58:00
2339,2339,4168,1080,4,Good ride,2025-09-06 02:30:00
2340,2340,7771,397,3,Smooth trip,2024-02-26 21:10:00
2341,2341,9466,1306,3,Good ride,2025-09-08 03:06:00
2342,2342,7522,2952,1,Good ride,2025-12-05 18:59:00
2343,2343,6776,779,2,Smooth trip,2024-02-27 01:01:00
2344,2344,9784,2795,4,Good ride,2024-03-30 02:54:00
2345,2345,8002,1706,3,Good ride,2024-04-06 06:37:00
2346,2346,3264,2576,5,Smooth trip,2024-08-19 09:56:00
2347,2347,8273,1298,2,Good ride,2025-12-14 18:11:00
2348,2348,9822,1299,3,Good ride,2024-10-23 13:41:00
2349,2349,6536,2237,2,Smooth trip,2024-04-02 11:12:00
2350,2350,7451,941,5,Good ride,2024-08-20 18:32:00
2351,2351,9923,2827,5,Good ride,2024-11-15 11:21:00
2352,2352,5232,944,2,Smooth trip,2025-08-01 12:40:00
2353,2353,9812,815,3,Good ride,2024-06-25 21:46:00
2354,2354,4493,845,1,Good ride,2024-10-21 08:46:00
2355,2355,8935,2369,3,Smooth trip,2025-03-25 14:50:00
2356,2356,4357,573,4,Good ride,2024-09-30 12:26:00
2357,2357,5490,664,2,Good ride,2025-01-10 10:40:00
2358,2358,8223,2133,2,Smooth trip,2025-06-02 02:34:00
2359,2359,9372,2329,2,Good ride,2025-06-13 16:23:00
2360,2360,7505,592,4,Good ride,2024-05-21 17:05:00
2361,2361,3483,2548,3,Smooth trip,2024-05-28 02:26:00
2362,2362,4405,1731,4,Good ride,2025-09-04 21:50:00
2363,2363,9619,1797,5,Good ride,2025-02-05 11:20:00
2364,2364,3210,1085,4,Smooth trip,2024-09-13 23:54:00
2365,2365,9074,2688,3,Good ride,2025-06-10 19:51:00
2366,2366,3536,2164,4,Good ride,2024-10-25 09:43:00
2367,2367,3578,1529,5,Smooth trip,2024-03-07 10:15:00
2368,2368,8786,2189,4,Good ride,2024-05-31 17:11:00
2369,2369,3574,1719,1,Good ride,2024-12-19 03:44:00
2370,2370,3897,2765,2,Smooth trip,2024-01-30 07:44:00
2371,2371,5950,2138,1,Good ride,2025-06-03 22:59:00
2372,2372,9638,1872,2,Good ride,2025-08-29 09:24:00
2373,2373,4718,1359,2,Smooth trip,2024-10-07 02:00:00
2374,2374,9923,946,1,Good ride,2024-02-18 00:57:00
2375,2375,4638,1839,4,Good ride,2024-02-14 13:48:00
2376,2376,8112,868,5,Smooth trip,2024-09-01 05:28:00
2377,2377,6911,249,5,Good ride,2025-01-24 08:14:00
2378,2378,7273,736,2,Good ride,2024-10-10 04:23:00
2379,2379,3159,334,5,Smooth trip,2024-03-01 09:08:00
2380,2380,8076,1534,5,Good ride,2025-02-27 11:57:00
2381,2381,3419,393,3,Good ride,2025-09-15 14:55:00
2382,2382,8670,477,3,Smooth trip,2024-05-16 15:31:00
2383,2383,3697,2293,4,Good ride,2025-06-24 08:57:00
2384,2384,5144,1786,1,Good ride,2024-01-05 03:29:00
2385,2385,8620,1558,1,Smooth trip,2025-06-11 14:29:00
2386,2386,3633,357,4,Good ride,2024-12-23 19:29:00
2387,2387,9170,22,3,Good ride,2025-03-01 16:19:00
2388,2388,9974,2975,5,Smooth trip,2024-11-23 20:05:00
2389,2389,7747,1856,5,Good ride,2024-06-26 03:37:00
2390,2390,5296,1370,1,Good ride,2024-03-03 13:56:00
2391,2391,3204,1474,5,Smooth trip,2025-01-23 17:16:00
2392,2392,9598,1979,2,Good ride,2025-06-11 15:08:00
2393,2393,9300,13,3,Good ride,2024-01-04 23:38:00
2394,2394,5324,1134,3,Smooth trip,2024-08-27 13:15:00
2395,2395,4028,1219,1,Good ride,2025-01-03 02:45:00
2396,2396,7268,929,4,Good ride,2024-09-09 02:18:00
2397,2397,4776,1934,2,Smooth trip,2024-04-09 19:10:00
2398,2398,8568,1346,1,Good ride,2025-03-17 02:19:00
2399,2399,7140,2830,4,Good ride,2024-06-14 02:00:00
2400,2400,4392,1952,1,Smooth trip,2024-03-14 18:31:00
2401,2401,7093,2597,1,Good ride,2025-04-03 10:24:00
2402,2402,6211,340,4,Good ride,2024-08-10 14:49:00
2403,2403,5087,2411,1,Smooth trip,2025-10-19 02:07:00
2404,2404,3993,1048,1,Good ride,2025-07-18 21:01:00
2405,2405,3749,2966,4,Good ride,2024-02-05 00:05:00
2406,2406,6320,1953,5,Smooth trip,2025-04-16 05:59:00
2407,2407,6843,1035,1,Good ride,2024-04-05 02:28:00
2408,2408,4226,101,1,Good ride,2024-02-05 13:41:00
2409,2409,3792,1034,5,Smooth trip,2025-09-07 15:22:00
2410,2410,6695,2199,2,Good ride,2025-06-10 13:19:00
2411,2411,6938,1378,2,Good ride,2024-07-01 12:12:00
2412,2412,8492,1415,4,Smooth trip,2024-02-22 04:12:00
2413,2413,5684,841,4,Good ride,2025-08-06 16:41:00
2414,2414,5761,2127,5,Good ride,2024-09-30 03:09:00
2415,2415,8431,648,3,Smooth trip,2025-02-20 06:09:00
2416,2416,6939,523,3,Good ride,2024-07-09 17:42:00
2417,2417,8374,2844,3,Good ride,2024-01-19 17:00:00
2418,2418,6796,297,1,Smooth trip,2025-08-11 03:56:00
2419,2419,8152,2476,3,Good ride,2024-09-14 17:01:00
2420,2420,7216,529,4,Good ride,2025-10-11 17:41:00
2421,2421,6495,2510,1,Smooth trip,2025-09-23 22:50:00
2422,2422,6604,2846,4,Good ride,2025-06-10 21:09:00
2423,2423,4784,2020,2,Good ride,2024-04-28 21:29:00
2424,2424,4092,2946,4,Smooth trip,2025-03-11 12:37:00
2425,2425,6287,1733,3,Good ride,2025-12-27 06:29:00
2426,2426,5910,191,3,Good ride,2024-10-12 21:24:00
2427,2427,9682,1362,4,Smooth trip,2024-05-08 08:13:00
2428,2428,5489,587,1,Good ride,2024-08-20 03:10:00
2429,2429,3433,2599,1,Good ride,2024-08-22 19:25:00
2430,2430,3918,2497,5,Smooth trip,2024-07-11 23:23:00
2431,2431,8087,2099,3,Good ride,2024-05-10 20:03:00
2432,2432,4109,2261,3,Good ride,2025-03-29 11:43:00
2433,2433,4954,1808,4,Smooth trip,2025-04-20 03:52:00
2434,2434,5632,2289,3,Good ride,2024-09-20 08:09:00
2435,2435,5314,2292,3,Good ride,2024-02-21 19:43:00
2436,2436,7503,1534,1,Smooth trip,2024-11-08 13:35:00
2437,2437,8016,145,2,Good ride,2024-05-27 23:30:00
2438,2438,6792,867,1,Good ride,2024-07-04 05:11:00
2439,2439,3259,450,2,Smooth trip,2024-11-09 22:36:00
2440,2440,3103,1861,3,Good ride,2025-11-17 22:37:00
2441,2441,3174,733,4,Good ride,2025-12-04 01:20:00
2442,2442,6142,2101,4,Smooth trip,2024-03-07 23:17:00
2443,2443,7154,2213,1,Good ride,2024-04-17 22:06:00
2444,2444,6236,348,5,Good ride,2024-05-15 02:25:00
2445,2445,8709,2723,2,Smooth trip,2024-10-10 04:36:00
2446,2446,9827,1473,5,Good ride,2024-01-31 16:19:00
2447,2447,6580,686,1,Good ride,2024-02-17 08:16:00
2448,2448,5926,1983,4,Smooth trip,2025-06-18 11:43:00
2449,2449,4099,827,2,Good ride,2024-01-19 23:07:00
2450,2450,9743,2364,5,Good ride,2025-05-23 07:29:00
2451,2451,7515,2255,3,Smooth trip,2024-03-28 17:24:00
2452,2452,3462,2670,3,Good ride,2024-03-09 09:32:00
2453,2453,9170,1701,5,Good ride,2025-03-28 11:57:00
2454,2454,6442,869,2,Smooth trip,2025-07-27 15:19:00
2455,2455,4576,117,2,Good ride,2024-08-01 01:49:00
2456,2456,3473,641,1,Good ride,2025-03-17 17:33:00
2457,2457,7496,235,3,Smooth trip,2024-06-15 14:58:00
2458,2458,8181,162,1,Good ride,2024-11-14 17:46:00
2459,2459,5585,2425,1,Good ride,2024-11-28 07:34:00
2460,2460,6265,2084,4,Smooth trip,2024-11-23 05:20:00
2461,2461,5013,1917,3,Good ride,2024-08-03 00:56:00
2462,2462,5197,2457,4,Good ride,2025-09-20 04:43:00
2463,2463,5225,684,3,Smooth trip,2025-11-08 15:57:00
2464,2464,9748,1358,2,Good ride,2024-12-02 13:35:00
2465,2465,6090,2101,3,Good ride,2025-03-20 08:01:00
2466,2466,5969,619,1,Smooth trip,2024-10-21 19:41:00
2467,2467,5079,717,2,Good ride,2025-02-17 14:54:00
2468,2468,6223,1701,5,Good ride,2025-12-27 04:27:00
2469,2469,8190,1999,4,Smooth trip,2025-05-01 17:11:00
2470,2470,5923,1789,5,Good ride,2025-06-06 08:10:00
2471,2471,3023,1216,5,Good ride,2024-01-06 13:41:00
2472,2472,9329,324,4,Smooth trip,2024-03-04 02:13:00
2473,2473,9309,790,4,Good ride,2025-03-27 18:53:00
2474,2474,3228,2492,3,Good ride,2025-09-14 16:15:00
2475,2475,5708,119,3,Smooth trip,2025-09-02 13:44:00
2476,2476,3906,997,4,Good ride,2025-09-28 03:13:00
2477,2477,7172,964,4,Good ride,2024-06-06 15:21:00
2478,2478,3728,978,1,Smooth trip,2025-12-29 01:52:00
2479,2479,8931,1835,2,Good ride,2024-05-13 05:47:00
2480,2480,6353,1541,3,Good ride,2024-05-29 00:50:00
2481,2481,7505,2577,3,Smooth trip,2024-01-29 19:17:00
2482,2482,8655,1245,5,Good ride,2025-08-11 06:18:00
2483,2483,9720,623,5,Good ride,2024-08-09 18:37:00
2484,2484,5849,1954,5,Smooth trip,2024-01-14 07:52:00
2485,2485,7335,2092,4,Good ride,2025-08-23 15:03:00
2486,2486,4956,414,4,Good ride,2025-02-09 13:48:00
2487,2487,5219,1587,3,Smooth trip,2024-10-26 20:15:00
2488,2488,5156,2291,4,Good ride,2025-04-25 01:10:00
2489,2489,9061,1454,3,Good ride,2024-09-10 10:48:00
2490,2490,8027,2150,3,Smooth trip,2024-04-15 19:07:00
2491,2491,7592,2796,2,Good ride,2025-07-25 01:40:00
2492,2492,4461,1645,3,Good ride,2025-10-16 05:36:00
2493,2493,7160,2022,4,Smooth trip,2025-09-03 21:05:00
2494,2494,3801,2261,3,Good ride,2024-09-01 20:58:00
2495,2495,7735,809,2,Good ride,2024-11-17 20:42:00
2496,2496,8955,634,4,Smooth trip,2024-09-24 15:31:00
2497,2497,6093,492,5,Good ride,2025-06-10 11:48:00
2498,2498,8253,43,3,Good ride,2025-05-29 20:06:00
2499,2499,7651,1100,1,Smooth trip,2025-10-24 04:39:00
2500,2500,9623,2005,3,Good ride,2025-01-03 23:22:00
2501,2501,8279,1617,2,Good ride,2024-02-11 20:14:00
2502,2502,5318,157,2,Smooth trip,2025-01-08 10:08:00
2503,2503,5595,257,4,Good ride,2024-04-08 23:19:00
2504,2504,9649,855,3,Good ride,2025-09-05 02:45:00
2505,2505,4355,1270,3,Smooth trip,2025-02-02 03:46:00
2506,2506,9881,1107,5,Good ride,2024-10-28 01:46:00
2507,2507,8661,1248,4,Good ride,2024-05-15 18:32:00
2508,2508,9555,1654,5,Smooth trip,2024-05-05 07:00:00
2509,2509,3624,11,3,Good ride,2024-08-10 22:54:00
2510,2510,9655,1130,5,Good ride,2024-05-08 07:44:00
2511,2511,3104,265,1,Smooth trip,2024-02-22 08:22:00
2512,2512,3939,1084,2,Good ride,2025-04-04 21:25:00
2513,2513,3702,534,2,Good ride,2025-09-15 22:54:00
2514,2514,5494,1713,5,Smooth trip,2025-09-12 16:34:00
2515,2515,4335,11,4,Good ride,2025-04-17 10:43:00
2516,2516,9871,2616,3,Good ride,2024-07-25 07:33:00
2517,2517,4758,1667,4,Smooth trip,2024-11-15 00:57:00
2518,2518,3888,152,4,Good ride,2024-03-10 04:18:00
2519,2519,7874,1723,2,Good ride,2024-02-09 23:13:00
2520,2520,5513,2931,1,Smooth trip,2025-09-11 22:59:00
2521,2521,3288,2477,3,Good ride,2025-05-10 15:39:00
2522,2522,9379,639,1,Good ride,2024-04-28 09:49:00
2523,2523,6264,999,2,Smooth trip,2025-06-18 23:30:00
2524,2524,9323,9,4,Good ride,2024-06-28 16:09:00
2525,2525,3398,2055,4,Good ride,2024-08-12 14:24:00
2526,2526,5123,1168,1,Smooth trip,2024-05-20 16:32:00
2527,2527,9998,2919,1,Good ride,2024-11-08 17:05:00
2528,2528,5852,1957,4,Good ride,2025-01-06 13:40:00
2529,2529,7955,1414,2,Smooth trip,2024-01-01 12:50:00
2530,2530,5598,2365,4,Good ride,2025-03-06 02:34:00
2531,2531,6510,1541,3,Good ride,2024-12-14 01:31:00
2532,2532,4694,1963,4,Smooth trip,2024-11-20 21:59:00
2533,2533,6440,1638,2,Good ride,2024-09-17 16:49:00
2534,2534,3337,2948,2,Good ride,2025-04-20 07:49:00
2535,2535,3700,1485,2,Smooth trip,2025-10-09 14:05:00
2536,2536,6577,1093,4,Good ride,2025-03-15 02:46:00
2537,2537,9283,36,4,Good ride,2024-01-20 21:23:00
2538,2538,6642,2264,2,Smooth trip,2024-09-01 18:35:00
2539,2539,6103,1598,1,Good ride,2024-07-05 14:01:00
2540,2540,3978,1274,2,Good ride,2025-11-05 20:34:00
2541,2541,8847,2838,1,Smooth trip,2025-01-10 01:36:00
2542,2542,4746,1604,4,Good ride,2025-03-01 05:53:00
2543,2543,8392,1567,5,Good ride,2025-04-28 20:24:00
2544,2544,9514,939,4,Smooth trip,2025-11-04 03:27:00
2545,2545,4862,1870,1,Good ride,2025-04-28 21:56:00
2546,2546,9829,1958,4,Good ride,2025-03-14 04:43:00
2547,2547,8976,276,4,Smooth trip,2025-05-12 23:53:00
2548,2548,5105,2480,3,Good ride,2024-01-29 16:13:00
2549,2549,4811,93,4,Good ride,2024-04-20 05:43:00
2550,2550,8496,971,4,Smooth trip,2024-12-03 13:26:00
2551,2551,3629,2865,5,Good ride,2025-11-11 08:51:00
2552,2552,5632,246,2,Good ride,2025-01-28 16:47:00
2553,2553,8355,1269,1,Smooth trip,2024-11-22 10:50:00
