ride_id,rider_id,driver_id,requested_at,pickup_time,dropoff_time,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude,distance_km,fare,surge_multiplier,status,cancellation_reason
5697,8709,953,2024-10-23 10:19:00,,,45.304099,-89.441380,44.671098,-91.986973,37.08,128.20,1.94,requested,
5698,5606,1571,2025-07-26 19:33:00,2025-07-26 19:33:00,2025-07-26 19:33:00,45.894895,-122.312489,44.275085,-97.219689,7.13,9.77,2.39,completed,
5699,6227,2992,2025-03-23 07:05:00,2025-03-23 07:05:00,2025-03-23 07:05:00,47.696324,-120.931406,45.518819,-95.534336,36.28,53.01,2.17,completed,
5700,9014,42,2025-01-26 16:23:00,2025-01-26 16:23:00,2025-01-26 16:23:00,46.374727,-107.189459,47.520423,-90.023512,4.01,145.64,1.75,completed,
5701,8903,2656,2024-05-10 10:01:00,,,46.804909,-81.165240,45.253058,-120.489523,13.58,117.08,1.19,requested,
5702,7199,197,2025-01-23 10:56:00,2025-01-23 10:56:00,,44.534597,-121.875971,44.730375,-89.135344,34.39,144.60,2.01,cancelled,Rider cancelled
5703,7577,1118,2025-04-14 12:45:00,,,47.048923,-79.087063,45.048241,-109.862250,32.25,42.73,1.49,requested,
5704,7471,2443,2025-09-27 10:48:00,2025-09-27 10:48:00,2025-09-27 10:48:00,47.525015,-84.045994,45.024952,-86.578594,22.51,128.21,2.23,completed,
5705,3961,2185,2024-07-11 01:17:00,2024-07-11 01:17:00,2024-07-11 01:17:00,44.417158,-79.022934,47.184888,-89.027388,15.00,66.18,1.86,completed,
5706,6990,700,2025-06-06 08:37:00,2025-06-06 08:37:00,2025-06-06 08:37:00,48.775217,-121.354771,46.778084,-79.773288,25.30,146.58,2.09,completed,
5707,9494,1696,2025-06-08 23:22:00,2025-06-08 23:22:00,2025-06-08 23:22:00,47.029633,-120.244345,46.215679,-109.429032,1.73,62.72,2.16,completed,
5708,6973,1415,2024-09-11 06:50:00,,,48.533146,-119.766904,45.381580,-113.283625,29.67,20.98,2.26,requested,
5709,5363,767,2024-03-22 10:26:00,2024-03-22 10:26:00,2024-03-22 10:26:00,48.822461,-97.149813,43.532339,-100.161745,18.98,19.41,2.16,completed,
5710,3136,1614,2024-09-18 19:14:00,2024-09-18 19:14:00,2024-09-18 19:14:00,45.843783,-111.032006,43.856253,-98.656604,7.08,41.07,2.05,completed,
5711,8644,984,2025-05-10 15:39:00,2025-05-10 15:39:00,2025-05-10 15:39:00,44.714477,-95.053329,44.335062,-83.350703,42.55,19.56,1.25,completed,
5712,7992,2733,2024-09-17 12:39:00,2024-09-17 12:39:00,2024-09-17 12:39:00,47.486514,-114.973034,46.476452,-79.073501,37.43,120.21,2.28,completed,
5713,7054,519,2025-10-17 02:02:00,2025-10-17 02:02:00,2025-10-17 02:02:00,44.683001,-73.515162,47.013894,-79.590734,15.33,123.55,1.44,completed,
5714,8169,4,2025-03-17 19:49:00,2025-03-17 19:49:00,,46.962270,-111.419560,43.571210,-113.950561,38.41,109.62,1.92,cancelled,Rider cancelled
5715,6998,2440,2025-08-19 19:15:00,2025-08-19 19:15:00,2025-08-19 19:15:00,45.004573,-92.687811,43.725303,-75.993968,1.93,47.31,1.30,completed,
5716,5530,1207,2025-08-05 08:07:00,2025-08-05 08:07:00,,44.894294,-111.068047,44.605989,-111.279379,30.41,110.61,1.16,cancelled,Rider cancelled
5717,9764,870,2025-07-19 03:01:00,2025-07-19 03:01:00,2025-07-19 03:01:00,47.806047,-115.436452,44.107979,-100.932319,5.84,61.68,1.08,completed,
5718,5348,712,2025-02-17 06:38:00,2025-02-17 06:38:00,2025-02-17 06:38:00,47.306970,-79.738780,45.589545,-78.327848,19.55,134.96,1.28,completed,
5719,9954,2289,2025-09-06 19:50:00,,,47.207241,-85.170179,44.864185,-80.665984,21.10,89.29,2.04,requested,
5720,5793,2960,2025-03-30 21:08:00,,,44.598468,-121.198338,45.713717,-84.340222,6.33,44.15,2.11,requested,
5721,3526,1506,2025-05-23 08:06:00,2025-05-23 08:06:00,2025-05-23 08:06:00,46.589532,-73.621862,44.230494,-115.042799,25.48,104.93,1.54,completed,
5722,7784,386,2024-07-12 22:51:00,,,43.783317,-115.992564,47.088830,-82.432059,44.49,27.30,2.19,requested,
5723,8112,1499,2025-10-21 16:08:00,,,48.884813,-91.917644,46.346518,-115.175523,34.94,106.35,2.34,requested,
5724,5918,1733,2025-09-11 14:25:00,2025-09-11 14:25:00,2025-09-11 14:25:00,46.231951,-115.204751,47.398227,-105.505078,43.16,57.20,2.29,completed,
5725,4497,1180,2024-04-21 13:43:00,2024-04-21 13:43:00,2024-04-21 13:43:00,45.027416,-96.662740,45.356261,-122.003252,14.10,143.42,2.09,completed,
5726,3430,583,2025-07-02 21:20:00,2025-07-02 21:20:00,2025-07-02 21:20:00,44.701590,-81.956522,44.753617,-93.313664,37.27,93.48,1.41,completed,
5727,5758,2644,2024-02-22 00:16:00,2024-02-22 00:16:00,2024-02-22 00:16:00,47.223624,-97.955776,46.330817,-100.786065,18.72,117.90,2.39,completed,
5728,6708,269,2025-11-21 20:09:00,2025-11-21 20:09:00,2025-11-21 20:09:00,45.658501,-107.322227,45.865230,-119.997201,35.76,112.79,1.47,completed,
5729,3422,2343,2025-01-02 08:03:00,,,48.306299,-104.145779,46.704851,-74.777386,13.66,102.89,1.40,requested,
5730,9750,2693,2025-12-15 03:36:00,2025-12-15 03:36:00,2025-12-15 03:36:00,44.373999,-85.762457,48.294569,-80.642995,28.83,82.74,1.53,completed,
5731,5441,1333,2024-07-27 10:08:00,2024-07-27 10:08:00,2024-07-27 10:08:00,44.615302,-80.122557,45.504877,-119.131379,19.15,52.96,1.60,completed,
5732,8453,1825,2024-12-25 11:59:00,2024-12-25 11:59:00,2024-12-25 11:59:00,46.050568,-102.511334,45.744937,-76.797721,16.22,45.24,1.50,completed,
5733,8732,2421,2024-09-22 18:53:00,2024-09-22 18:53:00,2024-09-22 18:53:00,48.678313,-95.438228,45.020523,-92.114891,40.39,68.38,2.03,completed,
5734,8573,1992,2025-07-22 01:16:00,2025-07-22 01:16:00,2025-07-22 01:16:00,46.141243,-116.640525,43.812596,-81.286102,29.17,104.34,2.23,completed,
5735,6941,2624,2025-08-16 18:30:00,2025-08-16 18:30:00,,48.786325,-110.923409,48.198902,-119.833596,4.97,100.35,1.59,cancelled,Rider cancelled
5736,6173,738,2024-02-29 06:35:00,2024-02-29 06:35:00,2024-02-29 06:35:00,46.317718,-113.414813,46.466480,-88.444798,41.06,109.49,1.42,completed,
5737,3478,2763,2024-03-16 08:50:00,2024-03-16 08:50:00,2024-03-16 08:50:00,45.785211,-77.381363,43.858453,-78.965387,20.02,146.11,1.91,completed,
5738,6087,46,2024-10-27 21:36:00,2024-10-27 21:36:00,2024-10-27 21:36:00,46.078921,-122.183275,43.997095,-115.224391,40.08,77.38,2.02,completed,
5739,9277,2267,2024-11-09 06:21:00,2024-11-09 06:21:00,2024-11-09 06:21:00,48.229645,-94.440860,47.436593,-106.180180,27.26,105.79,1.57,completed,
5740,4672,500,2025-08-12 03:14:00,2025-08-12 03:14:00,2025-08-12 03:14:00,46.596674,-100.048388,45.119511,-86.195896,32.29,33.85,2.35,completed,
5741,3870,2565,2025-01-10 04:20:00,2025-01-10 04:20:00,,46.137025,-121.875329,49.164410,-86.181841,18.98,112.48,2.43,cancelled,Rider cancelled
5742,7066,294,2024-11-15 12:05:00,2024-11-15 12:05:00,2024-11-15 12:05:00,47.639918,-77.077235,48.848449,-110.387571,30.82,136.14,2.11,completed,
5743,6319,1839,2025-05-10 19:28:00,2025-05-10 19:28:00,2025-05-10 19:28:00,45.890643,-99.476686,46.266388,-114.079143,17.71,38.92,1.02,completed,
5744,4962,1168,2025-04-03 16:43:00,2025-04-03 16:43:00,,46.035682,-96.449122,48.665160,-114.874793,19.51,29.43,1.64,cancelled,Rider cancelled
5745,6213,1312,2024-03-26 01:31:00,2024-03-26 01:31:00,2024-03-26 01:31:00,47.254216,-99.718165,47.790834,-95.904433,12.73,11.45,1.66,completed,
5746,7485,132,2025-05-18 14:25:00,2025-05-18 14:25:00,2025-05-18 14:25:00,48.030123,-83.129538,44.965055,-97.131827,26.42,144.89,1.11,completed,
5747,3145,2836,2025-02-18 19:02:00,2025-02-18 19:02:00,2025-02-18 19:02:00,47.586495,-104.274376,48.753932,-116.656305,27.55,77.44,1.61,completed,
5748,8425,2821,2025-03-27 09:53:00,2025-03-27 09:53:00,,48.454334,-82.542987,45.904319,-107.812231,29.01,138.73,1.07,cancelled,Rider cancelled
5749,3344,2694,2024-06-18 03:44:00,2024-06-18 03:44:00,2024-06-18 03:44:00,48.056650,-83.295088,45.451764,-120.146554,38.91,142.83,2.50,completed,
5750,7459,521,2024-09-18 11:25:00,2024-09-18 11:25:00,2024-09-18 11:25:00,46.122492,-114.712897,45.085038,-77.693616,16.91,75.74,2.16,completed,
5751,5876,2137,2024-07-05 16:00:00,2024-07-05 16:00:00,2024-07-05 16:00:00,47.749176,-114.922494,43.521411,-108.671385,1.91,15.23,2.00,completed,
5752,9797,666,2024-12-01 22:10:00,2024-12-01 22:10:00,2024-12-01 22:10:00,45.189473,-97.841233,47.635740,-83.173020,28.87,120.88,2.18,completed,
5753,7590,1005,2025-01-02 05:03:00,2025-01-02 05:03:00,2025-01-02 05:03:00,46.153910,-100.179958,44.175551,-98.497806,32.47,111.12,1.45,completed,
5754,8329,2760,2024-07-06 02:59:00,2024-07-06 02:59:00,2024-07-06 02:59:00,45.655667,-106.707611,45.009005,-113.332136,16.50,121.36,2.07,completed,
5755,4633,892,2024-12-08 21:31:00,2024-12-08 21:31:00,2024-12-08 21:31:00,49.051107,-103.603481,48.896285,-75.751549,9.41,102.14,2.02,completed,
5756,6375,1684,2025-05-01 00:02:00,2025-05-01 00:02:00,2025-05-01 00:02:00,44.662953,-94.323489,45.051970,-106.012444,38.16,38.15,2.43,completed,
5757,9378,2592,2025-04-04 22:34:00,2025-04-04 22:34:00,2025-04-04 22:34:00,43.687208,-101.009381,47.805363,-84.754486,26.39,67.07,1.54,completed,
5758,9961,389,2024-05-27 10:24:00,2024-05-27 10:24:00,,47.595103,-110.964337,45.790770,-78.231456,28.90,130.57,1.90,cancelled,Rider cancelled
5759,9571,1398,2025-01-31 05:40:00,2025-01-31 05:40:00,2025-01-31 05:40:00,47.722676,-102.658612,45.990945,-104.715828,44.79,37.09,2.24,completed,
5760,5082,2129,2025-11-19 21:19:00,2025-11-19 21:19:00,2025-11-19 21:19:00,44.168767,-112.935516,48.772136,-89.333910,14.86,138.28,1.96,completed,
5761,3070,618,2024-02-07 23:43:00,2024-02-07 23:43:00,2024-02-07 23:43:00,43.622962,-122.955121,46.830301,-83.201131,15.23,102.82,2.48,completed,
5762,4879,2018,2025-12-03 00:21:00,2025-12-03 00:21:00,2025-12-03 00:21:00,48.809388,-93.441049,43.795050,-80.342375,25.53,33.34,2.29,completed,
5763,4188,1511,2024-06-22 16:58:00,2024-06-22 16:58:00,,44.303175,-111.367639,45.148269,-102.247435,10.11,41.59,2.22,cancelled,Rider cancelled
5764,9726,2383,2024-11-25 11:39:00,2024-11-25 11:39:00,,43.649726,-98.033879,46.778942,-107.754563,32.80,121.07,1.65,cancelled,Rider cancelled
5765,5489,1037,2024-05-28 23:34:00,2024-05-28 23:34:00,2024-05-28 23:34:00,45.375929,-105.967547,44.163953,-113.632665,24.55,70.05,1.10,completed,
5766,6354,1559,2024-05-26 14:51:00,2024-05-26 14:51:00,2024-05-26 14:51:00,47.103649,-97.075737,48.094041,-87.570844,6.29,73.75,2.37,completed,
5767,7061,2265,2024-05-21 02:13:00,2024-05-21 02:13:00,2024-05-21 02:13:00,47.383819,-91.154685,48.926916,-79.561896,6.08,41.18,2.11,completed,
5768,6557,204,2024-04-29 04:41:00,2024-04-29 04:41:00,2024-04-29 04:41:00,44.570240,-75.390185,43.701438,-113.139769,24.68,72.82,2.11,completed,
5769,4150,219,2024-08-11 16:37:00,2024-08-11 16:37:00,2024-08-11 16:37:00,45.507193,-102.531802,45.197280,-98.433203,27.02,33.34,2.08,completed,
5770,3076,2619,2025-03-10 02:27:00,2025-03-10 02:27:00,2025-03-10 02:27:00,46.123308,-76.214564,47.981441,-95.885324,34.58,20.88,1.28,completed,
5771,3281,1293,2024-06-25 14:16:00,2024-06-25 14:16:00,2024-06-25 14:16:00,48.646454,-117.609291,46.221088,-119.908249,21.54,13.38,1.47,completed,
5772,7420,2962,2024-05-15 21:47:00,2024-05-15 21:47:00,2024-05-15 21:47:00,48.202892,-99.703974,44.064102,-86.825357,14.51,122.66,1.86,completed,
5773,6516,294,2025-09-17 17:58:00,2025-09-17 17:58:00,2025-09-17 17:58:00,45.445742,-107.107819,47.883215,-100.867280,31.19,109.90,2.40,completed,
5774,8132,1763,2025-05-27 02:53:00,2025-05-27 02:53:00,2025-05-27 02:53:00,45.235041,-111.232867,46.693563,-95.501309,27.12,125.43,1.17,completed,
5775,4490,1857,2025-06-11 01:34:00,2025-06-11 01:34:00,2025-06-11 01:34:00,48.662815,-74.189012,44.994496,-76.344183,24.88,29.20,2.04,completed,
5776,7568,845,2024-03-04 16:59:00,2024-03-04 16:59:00,2024-03-04 16:59:00,47.519860,-91.785120,46.749930,-73.858656,11.09,47.33,2.12,completed,
5777,7338,768,2024-03-14 11:20:00,2024-03-14 11:20:00,2024-03-14 11:20:00,44.689663,-100.765211,46.012249,-112.590222,29.05,120.60,2.30,completed,
5778,7311,1918,2025-03-26 15:19:00,2025-03-26 15:19:00,2025-03-26 15:19:00,46.179872,-120.303348,44.874487,-107.295023,4.13,136.90,2.01,completed,
5779,6548,2712,2025-09-11 21:16:00,2025-09-11 21:16:00,2025-09-11 21:16:00,49.076720,-118.177115,44.821965,-84.134623,25.60,15.18,1.82,completed,
5780,8236,404,2025-09-30 14:21:00,2025-09-30 14:21:00,2025-09-30 14:21:00,44.512264,-119.883757,49.005199,-107.490425,44.53,58.02,2.09,completed,
5781,8085,621,2025-12-05 00:09:00,2025-12-05 00:09:00,2025-12-05 00:09:00,48.102035,-119.293383,46.702739,-102.945202,16.92,58.84,1.21,completed,
5782,6404,2052,2024-05-25 21:56:00,2024-05-25 21:56:00,2024-05-25 21:56:00,47.337841,-80.882933,48.172977,-115.656808,25.45,42.03,1.05,completed,
5783,5946,2838,2024-01-30 13:39:00,2024-01-30 13:39:00,,46.236471,-88.814036,47.251699,-110.391497,3.83,73.63,1.58,cancelled,Rider cancelled
5784,5772,2601,2025-09-11 13:37:00,2025-09-11 13:37:00,2025-09-11 13:37:00,46.837369,-105.847451,48.451270,-82.107117,44.63,81.56,1.74,completed,
5785,5030,2996,2025-08-27 16:59:00,2025-08-27 16:59:00,2025-08-27 16:59:00,43.538871,-102.802551,45.084184,-117.780447,36.88,24.37,1.38,completed,
5786,5633,1133,2024-03-13 17:38:00,2024-03-13 17:38:00,2024-03-13 17:38:00,47.307929,-88.968138,48.505197,-86.949687,38.03,69.72,1.14,completed,
5787,4848,2774,2025-06-18 18:30:00,2025-06-18 18:30:00,2025-06-18 18:30:00,48.168743,-115.169172,44.854974,-100.192271,12.22,50.11,1.42,completed,
5788,5631,1474,2025-06-16 13:56:00,2025-06-16 13:56:00,2025-06-16 13:56:00,47.178489,-76.663107,47.970348,-112.486911,8.66,143.57,1.48,completed,
5789,6903,2516,2025-08-06 12:16:00,2025-08-06 12:16:00,2025-08-06 12:16:00,47.540606,-121.914593,45.554863,-116.050219,43.66,75.10,2.12,completed,
5790,6826,1302,2024-09-29 17:13:00,2024-09-29 17:13:00,2024-09-29 17:13:00,46.746555,-92.568745,45.063721,-115.203862,30.38,67.31,2.02,completed,
5791,5677,550,2024-10-10 05:26:00,2024-10-10 05:26:00,2024-10-10 05:26:00,44.159122,-85.608305,48.621874,-85.546350,13.15,37.83,1.86,completed,
5792,6157,2147,2025-07-26 19:34:00,2025-07-26 19:34:00,2025-07-26 19:34:00,46.358855,-85.998836,47.028410,-108.453526,19.00,14.74,1.65,completed,
5793,8452,2108,2025-11-12 10:50:00,2025-11-12 10:50:00,2025-11-12 10:50:00,46.298594,-86.705750,45.725406,-96.313597,17.05,111.68,1.57,completed,
5794,6844,2581,2025-02-28 18:30:00,2025-02-28 18:30:00,2025-02-28 18:30:00,49.045026,-77.695744,46.805836,-99.009881,29.93,147.52,1.66,completed,
5795,4070,798,2024-08-29 03:48:00,2024-08-29 03:48:00,2024-08-29 03:48:00,44.611897,-109.255718,47.383455,-111.044350,22.84,47.94,1.43,completed,
5796,5516,2456,2025-06-24 23:25:00,2025-06-24 23:25:00,2025-06-24 23:25:00,48.055367,-114.720020,48.202760,-81.251574,4.73,61.07,1.71,completed,
5797,6867,713,2024-08-27 07:04:00,2024-08-27 07:04:00,2024-08-27 07:04:00,48.239105,-96.506558,45.586686,-104.882356,19.43,123.83,1.78,completed,
5798,6714,2342,2024-12-21 18:59:00,2024-12-21 18:59:00,2024-12-21 18:59:00,46.909493,-82.515303,46.161329,-93.434708,11.30,103.27,1.72,completed,
5799,4112,2311,2024-02-10 22:29:00,2024-02-10 22:29:00,,48.944090,-92.544997,44.332107,-100.234081,2.20,28.31,2.10,cancelled,Rider cancelled
5800,8686,165,2025-03-20 02:35:00,2025-03-20 02:35:00,2025-03-20 02:35:00,48.231520,-94.175875,43.681585,-99.527240,15.63,55.52,2.40,completed,
5801,8015,1479,2024-06-15 18:45:00,2024-06-15 18:45:00,2024-06-15 18:45:00,45.887212,-100.888544,46.324544,-88.619695,31.35,13.41,1.25,completed,
5802,6358,1827,2025-09-17 20:34:00,2025-09-17 20:34:00,2025-09-17 20:34:00,47.085888,-117.567101,49.194057,-88.413912,6.57,47.12,1.71,completed,
5803,3318,548,2024-02-13 11:22:00,2024-02-13 11:22:00,,47.386033,-109.182337,46.999134,-112.721600,19.67,87.78,2.22,cancelled,Rider cancelled
5804,6855,1310,2025-01-17 23:41:00,2025-01-17 23:41:00,2025-01-17 23:41:00,45.262188,-102.046173,48.916354,-120.750466,9.68,76.11,1.52,completed,
5805,3729,711,2024-04-08 23:53:00,,,48.632136,-90.376923,44.594771,-118.683921,10.90,79.51,1.58,requested,
5806,4600,1502,2025-02-22 18:25:00,2025-02-22 18:25:00,2025-02-22 18:25:00,44.418214,-96.408495,47.118836,-102.815546,22.54,49.97,2.23,completed,
5807,7488,307,2024-11-15 18:58:00,2024-11-15 18:58:00,,45.630202,-96.297227,46.341665,-83.699292,41.81,122.64,1.00,cancelled,Rider cancelled
5808,6667,2786,2024-11-25 08:34:00,2024-11-25 08:34:00,2024-11-25 08:34:00,44.084656,-77.095977,46.168959,-103.762580,22.74,143.49,1.10,completed,
5809,9818,2771,2024-10-29 20:23:00,2024-10-29 20:23:00,2024-10-29 20:23:00,47.097210,-118.397281,45.161210,-78.960037,42.86,134.46,1.58,completed,
5810,8192,46,2025-07-27 15:38:00,2025-07-27 15:38:00,2025-07-27 15:38:00,46.598401,-117.698595,46.361020,-104.924245,32.11,56.99,2.08,completed,
5811,4005,2936,2025-05-10 10:02:00,2025-05-10 10:02:00,2025-05-10 10:02:00,45.484368,-99.256448,47.173349,-96.273666,20.29,116.26,1.92,completed,
5812,9590,2853,2025-10-15 21:35:00,2025-10-15 21:35:00,2025-10-15 21:35:00,48.841370,-98.868275,47.173142,-97.563554,7.17,94.94,1.77,completed,
5813,7622,2821,2025-05-16 12:59:00,2025-05-16 12:59:00,2025-05-16 12:59:00,45.233766,-104.544166,44.752135,-105.640166,7.76,149.65,1.41,completed,
5814,7238,1117,2024-07-02 14:54:00,2024-07-02 14:54:00,2024-07-02 14:54:00,46.196783,-89.802179,46.337327,-91.591002,30.13,123.75,2.31,completed,
5815,6879,2535,2024-10-10 20:37:00,2024-10-10 20:37:00,2024-10-10 20:37:00,44.908279,-82.355345,44.491235,-78.559746,10.02,139.65,2.02,completed,
5816,4658,1481,2024-03-02 05:18:00,2024-03-02 05:18:00,2024-03-02 05:18:00,45.639676,-94.850876,48.898524,-112.280508,43.91,115.74,1.86,completed,
5817,4108,1031,2024-03-09 19:23:00,,,49.102544,-110.749752,48.561911,-102.481858,5.57,119.05,1.19,requested,
5818,4622,2305,2024-10-28 03:27:00,2024-10-28 03:27:00,2024-10-28 03:27:00,47.256488,-81.650345,47.484668,-75.765563,29.33,129.02,1.09,completed,
5819,3493,2678,2025-03-04 05:21:00,2025-03-04 05:21:00,2025-03-04 05:21:00,44.053398,-100.658558,48.750302,-121.045196,42.94,73.01,1.04,completed,
5820,4690,2494,2024-11-12 07:13:00,2024-11-12 07:13:00,2024-11-12 07:13:00,45.412213,-122.999144,46.365786,-81.166113,14.21,134.41,2.37,completed,
5821,3750,2382,2024-03-14 06:51:00,2024-03-14 06:51:00,2024-03-14 06:51:00,44.007762,-118.600011,43.823037,-113.967185,7.32,94.65,1.44,completed,
5822,9351,2913,2024-10-24 06:13:00,2024-10-24 06:13:00,2024-10-24 06:13:00,49.124493,-117.373131,46.117524,-112.524200,42.73,95.08,2.08,completed,
5823,3290,2791,2024-11-29 15:28:00,2024-11-29 15:28:00,2024-11-29 15:28:00,49.140157,-89.512976,48.490907,-83.608744,30.17,36.92,1.64,completed,
5824,6112,2806,2024-02-16 11:41:00,2024-02-16 11:41:00,2024-02-16 11:41:00,47.543911,-115.095190,44.818612,-108.167140,8.70,104.21,1.57,completed,
5825,7814,1454,2025-01-20 03:00:00,2025-01-20 03:00:00,2025-01-20 03:00:00,44.220285,-122.993510,48.287950,-90.484694,5.39,56.09,2.04,completed,
5826,6120,2851,2025-06-01 11:17:00,2025-06-01 11:17:00,2025-06-01 11:17:00,45.639623,-90.154139,47.174392,-93.589030,43.26,51.85,1.43,completed,
5827,7770,2688,2024-07-19 12:01:00,2024-07-19 12:01:00,2024-07-19 12:01:00,48.202600,-80.433256,44.912259,-78.819517,20.83,92.89,1.47,completed,
5828,9482,360,2025-06-22 11:17:00,2025-06-22 11:17:00,2025-06-22 11:17:00,45.441506,-85.510825,48.136024,-102.825781,37.00,145.58,1.24,completed,
5829,9583,147,2024-01-08 22:46:00,2024-01-08 22:46:00,,46.572061,-76.594897,46.357877,-79.766523,23.95,113.86,2.44,cancelled,Rider cancelled
5830,3804,2967,2025-03-08 16:44:00,2025-03-08 16:44:00,2025-03-08 16:44:00,47.257918,-75.488477,49.124338,-80.386626,23.25,8.68,1.25,completed,
5831,5328,142,2024-09-08 22:31:00,2024-09-08 22:31:00,2024-09-08 22:31:00,48.907113,-87.652221,47.587438,-90.585605,41.07,120.90,2.45,completed,
5832,3664,722,2025-02-11 21:36:00,,,45.205294,-108.588955,47.761344,-120.650001,32.38,140.97,1.84,requested,
5833,9077,1579,2024-07-14 15:20:00,,,43.875430,-110.207024,45.528947,-117.824163,20.90,122.87,1.41,requested,
5834,9010,2811,2024-07-18 18:35:00,2024-07-18 18:35:00,2024-07-18 18:35:00,44.128417,-94.911431,45.200890,-107.581271,31.15,111.55,1.60,completed,
5835,9737,330,2024-04-23 03:25:00,2024-04-23 03:25:00,2024-04-23 03:25:00,45.467024,-92.551705,45.724115,-115.636924,10.69,55.69,1.12,completed,
5836,8118,195,2024-03-01 07:55:00,2024-03-01 07:55:00,2024-03-01 07:55:00,47.418834,-102.928938,46.449838,-114.538329,30.51,90.85,1.26,completed,
5837,9132,454,2024-08-29 21:21:00,2024-08-29 21:21:00,2024-08-29 21:21:00,44.824602,-109.280917,48.128095,-80.411527,17.72,47.26,1.74,completed,
5838,4299,1558,2025-05-04 22:58:00,2025-05-04 22:58:00,,46.241833,-84.381879,47.150327,-81.897956,29.37,60.79,1.08,cancelled,Rider cancelled
5839,5443,432,2024-01-24 12:37:00,2024-01-24 12:37:00,2024-01-24 12:37:00,47.225790,-118.979662,48.828285,-108.865381,26.02,112.20,1.31,completed,
5840,3370,1311,2025-02-02 21:46:00,2025-02-02 21:46:00,2025-02-02 21:46:00,46.240074,-89.608360,46.853712,-78.288664,1.53,23.10,2.36,completed,
5841,6167,1489,2024-08-17 17:12:00,2024-08-17 17:12:00,2024-08-17 17:12:00,45.565952,-83.463851,45.469100,-79.092665,28.11,72.23,1.38,completed,
5842,8499,1878,2025-03-14 09:49:00,2025-03-14 09:49:00,2025-03-14 09:49:00,48.702669,-92.143067,49.149302,-111.761099,21.15,132.39,2.04,completed,
5843,5661,1640,2024-01-26 12:41:00,2024-01-26 12:41:00,2024-01-26 12:41:00,47.901192,-100.261921,47.849719,-88.903578,12.08,27.85,2.30,completed,
5844,5267,2486,2024-08-01 00:50:00,2024-08-01 00:50:00,2024-08-01 00:50:00,48.617397,-101.632486,44.324230,-113.933188,21.44,125.86,1.96,completed,
5845,9339,424,2024-09-18 06:56:00,2024-09-18 06:56:00,2024-09-18 06:56:00,43.594239,-88.893164,48.322680,-96.499822,39.53,54.64,1.44,completed,
5846,6599,1375,2024-06-18 19:38:00,2024-06-18 19:38:00,2024-06-18 19:38:00,44.590439,-100.210456,45.810548,-112.674726,9.98,29.98,1.82,completed,
5847,7284,275,2025-02-07 14:40:00,2025-02-07 14:40:00,,48.121480,-121.073837,46.335791,-77.536698,13.26,128.14,1.07,cancelled,Rider cancelled
5848,5051,1901,2025-03-05 08:12:00,2025-03-05 08:12:00,2025-03-05 08:12:00,43.903585,-75.460144,48.693598,-75.738581,19.72,108.77,1.02,completed,
5849,4326,580,2025-02-14 21:48:00,2025-02-14 21:48:00,2025-02-14 21:48:00,46.412551,-112.743818,47.770308,-76.230077,29.85,135.09,1.54,completed,
5850,3615,1616,2025-05-09 13:36:00,2025-05-09 13:36:00,2025-05-09 13:36:00,45.506891,-96.459946,46.935317,-110.767219,2.62,24.48,2.32,completed,
5851,5152,872,2025-07-26 02:01:00,2025-07-26 02:01:00,2025-07-26 02:01:00,46.748746,-84.801472,45.563612,-117.949815,9.15,97.46,1.04,completed,
5852,5121,2064,2024-05-01 14:56:00,2024-05-01 14:56:00,2024-05-01 14:56:00,44.765187,-110.873709,46.794769,-121.479818,30.14,139.25,2.22,completed,
5853,9399,1191,2025-08-05 11:16:00,2025-08-05 11:16:00,2025-08-05 11:16:00,46.953496,-113.316976,46.564952,-75.775344,35.27,143.27,1.62,completed,
5854,7171,1584,2025-02-06 21:44:00,2025-02-06 21:44:00,,44.376524,-119.591343,48.059195,-104.590461,38.22,27.31,1.54,cancelled,Rider cancelled
5855,8060,794,2025-03-19 22:14:00,2025-03-19 22:14:00,2025-03-19 22:14:00,45.934428,-111.652463,47.513147,-110.861736,40.53,141.05,1.34,completed,
5856,6776,632,2024-03-28 07:00:00,2024-03-28 07:00:00,2024-03-28 07:00:00,48.223441,-90.705713,48.280983,-105.133189,4.19,119.38,1.82,completed,
5857,3963,149,2024-01-06 09:43:00,2024-01-06 09:43:00,2024-01-06 09:43:00,47.917657,-81.667620,48.430140,-74.153755,33.05,32.33,1.53,completed,
5858,5349,465,2025-02-15 11:05:00,2025-02-15 11:05:00,2025-02-15 11:05:00,47.320672,-97.222302,48.727958,-103.469296,3.84,84.19,1.53,completed,
5859,7972,293,2025-07-31 04:57:00,2025-07-31 04:57:00,2025-07-31 04:57:00,44.619474,-75.154140,45.345726,-87.819009,40.88,47.15,1.34,completed,
5860,3276,2511,2024-12-16 08:09:00,2024-12-16 08:09:00,2024-12-16 08:09:00,45.814408,-99.328538,44.451781,-95.651057,38.01,146.26,1.16,completed,
5861,9800,725,2024-12-18 06:54:00,2024-12-18 06:54:00,2024-12-18 06:54:00,46.934033,-113.564571,47.024670,-111.143401,10.70,32.18,2.42,completed,
5862,9203,2237,2025-10-12 21:11:00,2025-10-12 21:11:00,2025-10-12 21:11:00,46.539814,-121.383775,48.649868,-76.941997,1.08,21.68,1.73,completed,
